Fiyat,Oda Sayısı,Metrekare,Bina Yaşı,Kat Durumu,Bina Konumu
"1.800.000
TL",3 + 1,126 m²,20 Yaşında,3. Kat,Ankara / Polatlı / Şehitlik Mah.
"1.800.000
TL",2 + 1,100 m²,20 Yaşında,Kot 2,Ankara / Etimesgut / Alsancak Mah.
"1.800.000
TL",4 + 1,135 m²,4 Yaşında,Kot 1,Ankara / Mamak / Küçük Kayaş Mah.
"1.800.000
TL",2 + 1,95 m²,5 Yaşında,Kot 1,Ankara / Etimesgut / Alsancak Mah.
"1.800.000
TL",3 + 1,140 m²,26 Yaşında,Yüksek Giriş,Ankara / Yenimahalle / Memlik Mah.
"1.800.000
TL",3 + 1,110 m²,16 Yaşında,Kot 1,Ankara / Etimesgut / Süvari Mah.
"1.800.000
TL",2 + 1,85 m²,16 Yaşında,Kot 1,Ankara / Yenimahalle / Kaletepe Mah.
"1.800.000
TL",2 + 1,100 m²,20 Yaşında,Giriş Katı,Ankara / Keçiören / Ayvalı Mah.
"1.800.000
TL",3 + 1,120 m²,11 Yaşında,Yüksek Giriş,Ankara / Altındağ / Karapürçek Mah.
"1.800.000
TL",2 + 1,110 m²,1 Yaşında,Yüksek Giriş,Ankara / Gölbaşı / Hacıhasan Mah.
"1.800.000
TL",3 + 1,120 m²,18 Yaşında,Yüksek Giriş,Ankara / Mamak / Tuzluçayır Mah.
"1.800.000
TL",3 + 1,140 m²,1 Yaşında,3. Kat,Ankara / Sincan / Alcı Mah.
"1.800.000
TL",4 + 1,125 m²,15 Yaşında,Kot 1,Ankara / Mamak / General Zeki Doğan Mah.
"1.800.000
TL",3 + 1,108 m²,30 Yaşında,Ara Kat,Ankara / Altındağ / Örnek Mah.
"1.800.000
TL",3 + 1,145 m²,Sıfır Bina,9. Kat,Ankara / Sincan / Alcı Mah.
"1.800.000
TL",3 + 1,120 m²,8 Yaşında,Giriş Katı,Ankara / Mamak / Ekin Mah.
"1.800.000
TL",2 + 1,75 m²,10 Yaşında,Giriş Katı,Ankara / Mamak / Hürel Mah.
"1.800.000
TL",3 + 0,130 m²,16 Yaşında,En Üst Kat,Ankara / Kahramankazan / Atatürk Mah.
"1.800.000
TL",2 + 1,95 m²,35 Yaşında,Kot 1,Ankara / Keçiören / Ayvalı Mah.
"1.800.000
TL",2 + 1,85 m²,30 Yaşında,Giriş Katı,Ankara / Keçiören / İncirli Mah.
"1.800.000
TL",5 + 1,200 m²,20 Yaşında,Yüksek Giriş,Ankara / Polatlı / Zafer Mah.
"1.800.000
TL",2 + 1,75 m²,4 Yaşında,Giriş Katı,Ankara / Mamak / Şahintepe Mah.
"1.800.000
TL",3 + 1,105 m²,15 Yaşında,Kot 1,Ankara / Mamak / Mutlu Mah.
"1.800.000
TL",2 + 1,95 m²,15 Yaşında,Giriş Katı,Ankara / Mamak / Altıağaç Mah.
"1.800.000
TL",3 + 1,140 m²,21 Yaşında,1. Kat,Ankara / Kalecik / Cuma Saray Mah.
"1.800.000
TL",3 + 1,130 m²,26 Yaşında,2. Kat,Ankara / Polatlı / Cumhuriyet Mah.
"1.800.000
TL",3 + 1,110 m²,5 Yaşında,Kot 1,Ankara / Mamak / Harman Mah.
"1.800.000
TL",3 + 1,130 m²,21 Yaşında,1. Kat,Ankara / Polatlı / Şehitlik Mah.
"1.800.000
TL",2 + 1,100 m²,Sıfır Bina,Giriş Katı,Ankara / Altındağ / Karapürçek Mah.
"1.800.000
TL",3 + 1,120 m²,8 Yaşında,Kot 1,Ankara / Altındağ / Beşikkaya Mah.
"1.800.000
TL",2 + 1,100 m²,31 Yaşında,3. Kat,Ankara / Mamak / Balkiraz Mah.
"1.800.000
TL",3 + 1,135 m²,4 Yaşında,Kot 1,Ankara / Altındağ / Feridun Çelik Mah.
"1.800.000
TL",3 + 1,120 m²,15 Yaşında,Kot 3,Ankara / Altındağ / Karapürçek Mah.
"1.800.000
TL",2 + 1,105 m²,24 Yaşında,3. Kat,Ankara / Sincan / Mustafa Kemal Mah.
"1.804.825
TL",2 + 1,81 m²,Sıfır Bina,Zemin,Ankara / Etimesgut / Oğuzlar Mah.
"1.810.000
TL",3 + 1,130 m²,11 Yaşında,8. Kat,Ankara / Polatlı / Mehmet Akif Mah.
"1.810.000
TL",3 + 1,110 m²,18 Yaşında,Kot 2,Ankara / Mamak / General Zeki Doğan Mah.
"1.810.000
TL",1 + 1,52 m²,Sıfır Bina,1. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.815.000
TL",3 + 1,130 m²,21 Yaşında,2. Kat,Ankara / Sincan / Akşemsettin Mah.
"1.819.000
TL",3 + 1,120 m²,23 Yaşında,Kot 1,Ankara / Sincan / Atatürk Mah.
"1.819.000
TL",3 + 1,120 m²,25 Yaşında,2. Kat,Ankara / Keçiören / 19 Mayıs Mah.
"1.820.000
TL",2 + 1,95 m²,30 Yaşında,Giriş Katı,Ankara / Keçiören / İncirli Mah.
"1.820.000
TL",3 + 1,130 m²,24 Yaşında,Kot 2,Ankara / Keçiören / Etlik Mah.
"1.820.000
TL",2 + 1,100 m²,25 Yaşında,Giriş Katı,Ankara / Keçiören / İncirli Mah.
"1.820.000
TL",2 + 1,110 m²,7 Yaşında,Bahçe Katı,Ankara / Mamak / Başak Mah.
"1.820.000
TL",3 + 1,105 m²,40 Yaşında,Kot 2,Ankara / Çankaya / Ertuğrulgazi Mah.
"1.820.000
TL",3 + 1,125 m²,30 Yaşında,4. Kat,Ankara / Yenimahalle / Özevler Mah.
"1.820.000
TL",2 + 1,75 m²,50 Yaşında,3. Kat,Ankara / Çankaya / Arka Topraklık Mah.
"1.820.000
TL",3 + 1,120 m²,25 Yaşında,Kot 2,Ankara / Keçiören / Etlik Mah.
"1.820.000
TL",2 + 1,130 m²,25 Yaşında,1. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.820.000
TL",3 + 1,135 m²,7 Yaşında,Giriş Katı,Ankara / Polatlı / Şentepe Mah.
"1.820.000
TL",3 + 1,110 m²,27 Yaşında,Kot 1,Ankara / Yenimahalle / Işınlar Mah.
"1.820.000
TL",3 + 1,135 m²,14 Yaşında,Bahçe Katı,Ankara / Polatlı / Şehitlik Mah.
"1.820.000
TL",2 + 1,105 m²,15 Yaşında,Yüksek Giriş,Ankara / Polatlı / Fatih Mah.
"1.822.000
TL",3 + 1,115 m²,10 Yaşında,Giriş Katı,Ankara / Mamak / Cengizhan Mah.
"1.825.000
TL",3 + 1,110 m²,21 Yaşında,1. Kat,Ankara / Sincan / Plevne Mah.
"1.825.000
TL",3 + 1,120 m²,15 Yaşında,1. Kat,Ankara / Polatlı / Gazi Mah.
"1.825.000
TL",3 + 1,120 m²,21 Yaşında,3. Kat,Ankara / Sincan / İstasyon Mah.
"1.825.000
TL",3 + 1,110 m²,11 Yaşında,Yüksek Giriş,Ankara / Altındağ / Karapürçek Mah.
"1.825.000
TL",3 + 1,120 m²,18 Yaşında,En Üst Kat,Ankara / Çubuk / Yıldırım Beyazıt Mah.
"1.825.000
TL",2 + 1,110 m²,28 Yaşında,Yüksek Giriş,Ankara / Keçiören / Kalaba Mah.
"1.825.000
TL",3 + 1,125 m²,5 Yaşında,Kot 1,Ankara / Mamak / Şahintepe Mah.
"1.825.000
TL",3 + 1,125 m²,30 Yaşında,3. Kat,Ankara / Sincan / İstasyon Mah.
"1.825.000
TL",3 + 1,125 m²,11 Yaşında,Kot 1,Ankara / Keçiören / Kuşcağız Mah.
"1.825.000
TL",2 + 1,110 m²,16 Yaşında,Bahçe Katı,Ankara / Keçiören / Tepebaşı Mah.
"1.825.000
TL",3 + 1,110 m²,7 Yaşında,Giriş Katı,Ankara / Altındağ / Beşikkaya Mah.
"1.825.000
TL",3 + 1,95 m²,43 Yaşında,3. Kat,Ankara / Mamak / Saimekadın Mah.
"1.825.000
TL",1 + 1,50 m²,Sıfır Bina,7. Kat,Ankara / Akyurt / Saracalar Mah.
"1.825.000
TL",3 + 1,110 m²,7 Yaşında,Giriş Katı,Ankara / Altındağ / Karapürçek Mah.
"1.825.000
TL",3 + 1,120 m²,25 Yaşında,2. Kat,Ankara / Sincan / İstasyon Mah.
"1.825.000
TL",3 + 1,120 m²,21 Yaşında,4. Kat,Ankara / Sincan / Selçuklu Mah.
"1.825.000
TL",4 + 2,160 m²,20 Yaşında,,Ankara / Polatlı / Esentepe Mah.
"1.829.000
TL",2 + 1,100 m²,10 Yaşında,Zemin,Ankara / Keçiören / Yükseltepe Mah.
"1.829.000
TL",2 + 1,165 m²,18 Yaşında,Yüksek Giriş,Ankara / Sincan / Andiçen Mah.
"1.829.000
TL",3 + 1,120 m²,16 Yaşında,Kot 3,Ankara / Keçiören / 19 Mayıs Mah.
"1.829.000
TL",2 + 1,85 m²,5 Yaşında,Giriş Katı,Ankara / Keçiören / Yükseltepe Mah.
"1.829.000
TL",2 + 1,90 m²,20 Yaşında,Yüksek Giriş,Ankara / Sincan / Tandoğan Mah.
"1.830.000
TL",3 + 1,115 m²,19 Yaşında,Yüksek Giriş,Ankara / Mamak / General Zeki Doğan Mah.
"1.830.000
TL",1 + 1,47 m²,Sıfır Bina,En Üst Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.830.000
TL",3 + 1,120 m²,25 Yaşında,Yüksek Giriş,Ankara / Keçiören / Ayvalı Mah.
"1.830.000
TL",3 + 1,110 m²,10 Yaşında,Giriş Katı,Ankara / Polatlı / İstiklal Mah.
"1.830.000
TL",3 + 1,130 m²,5 Yaşında,Kot 3,Ankara / Mamak / Küçük Kayaş Mah.
"1.830.000
TL",3 + 1,125 m²,20 Yaşında,Yüksek Giriş,Ankara / Sincan / Plevne Mah.
"1.830.000
TL",3 + 1,105 m²,35 Yaşında,3. Kat,Ankara / Mamak / Peyami Safa Mah.
"1.830.000
TL",3 + 1,130 m²,5 Yaşında,Kot 3,Ankara / Mamak / Küçük Kayaş Mah.
"1.830.000
TL",3 + 1,120 m²,22 Yaşında,Giriş Katı,Ankara / Mamak / Türközü Mah.
"1.830.000
TL",2 + 1,90 m²,15 Yaşında,Kot 1,Ankara / Etimesgut / Süvari Mah.
"1.835.000
TL",2 + 1,100 m²,22 Yaşında,1. Kat,Ankara / Keçiören / Etlik Mah.
"1.835.000
TL",2 + 1,110 m²,Sıfır Bina,Giriş Katı,Ankara / Altındağ / Beşikkaya Mah.
"1.839.000
TL",3 + 1,125 m²,16 Yaşında,Kot 1,Ankara / Keçiören / Kanuni Mah.
"1.839.000
TL",3 + 1,149 m²,1 Yaşında,2. Kat,Ankara / Sincan / Alcı Mah.
"1.839.000
TL",2 + 1,95 m²,30 Yaşında,2. Kat,Ankara / Keçiören / Etlik Mah.
"1.840.000
TL",3 + 1,140 m²,12 Yaşında,2. Kat,Ankara / Polatlı / Mehmet Akif Mah.
"1.840.000
TL",3 + 1,120 m²,21 Yaşında,6. Kat,Ankara / Yenimahalle / Demetevler Mah.
"1.840.000
TL",3 + 1,125 m²,7 Yaşında,Kot 1,Ankara / Mamak / Şahintepe Mah.
"1.840.000
TL",3 + 1,135 m²,20 Yaşında,Zemin,Ankara / Polatlı / Kurtuluş Mah.
"1.840.000
TL",3 + 1,130 m²,11 Yaşında,Kot 1,Ankara / Mamak / Ekin Mah.
"1.840.000
TL",2 + 1,95 m²,5 Yaşında,Kot 1,Ankara / Etimesgut / Süvari Mah.
"1.840.000
TL",2 + 1,110 m²,35 Yaşında,2. Kat,Ankara / Keçiören / Uyanış Mah.
"1.840.000
TL",2 + 1,85 m²,17 Yaşında,Kot 1,Ankara / Etimesgut / Süvari Mah.
"1.840.000
TL",3 + 1,95 m²,28 Yaşında,Yüksek Giriş,Ankara / Yenimahalle / Ergenekon Mah.
"1.840.000
TL",2 + 1,100 m²,16 Yaşında,Kot 1,Ankara / Pursaklar / Merkez Mah.
"1.840.000
TL",3 + 1,120 m²,7 Yaşında,1. Kat,Ankara / Mamak / Ekin Mah.
"1.845.000
TL",3 + 1,130 m²,10 Yaşında,Yüksek Giriş,Ankara / Altındağ / Battalgazi Mah.
"1.845.000
TL",2 + 1,110 m²,17 Yaşında,Yüksek Giriş,Ankara / Mamak / Mehtap Mah.
"1.845.000
TL",2 + 1,95 m²,11 Yaşında,Yüksek Giriş,Ankara / Mamak / Mehtap Mah.
"1.845.000
TL",3 + 1,120 m²,11 Yaşında,Yüksek Giriş,Ankara / Altındağ / Battalgazi Mah.
"1.845.000
TL",2 + 1,110 m²,11 Yaşında,1. Kat,Ankara / Altındağ / Karapürçek Mah.
"1.845.000
TL",2 + 1,120 m²,15 Yaşında,Kot 1,Ankara / Mamak / General Zeki Doğan Mah.
"1.845.000
TL",3 + 1,125 m²,13 Yaşında,Yüksek Giriş,Ankara / Altındağ / Battalgazi Mah.
"1.845.000
TL",3 + 1,125 m²,21 Yaşında,4. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.849.000
TL",3 + 1,130 m²,21 Yaşında,4. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.849.000
TL",2 + 1,110 m²,10 Yaşında,Zemin,Ankara / Keçiören / Ufuktepe Mah.
"1.849.000
TL",3 + 1,128 m²,11 Yaşında,Kot 2,Ankara / Keçiören / Atapark Mah.
"1.849.000
TL",2 + 1,105 m²,32 Yaşında,Giriş Katı,Ankara / Keçiören / Şefkat Mah.
"1.849.000
TL",3 + 1,120 m²,25 Yaşında,4. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.849.000
TL",3 + 1,110 m²,7 Yaşında,Yarı Bodrum,Ankara / Keçiören / Ufuktepe Mah.
"1.849.000
TL",3 + 1,125 m²,31 Yaşında,4. Kat,Ankara / Yenimahalle / Özevler Mah.
"1.849.000
TL",2 + 1,105 m²,30 Yaşında,Kot 1,Ankara / Keçiören / Yakacık Mah.
"1.849.000
TL",3 + 1,120 m²,10 Yaşında,Giriş Katı,Ankara / Keçiören / Kanuni Mah.
"1.849.000
TL",2 + 1,115 m²,20 Yaşında,Bahçe Katı,Ankara / Keçiören / Etlik Mah.
"1.849.000
TL",3 + 1,110 m²,21 Yaşında,1. Kat,Ankara / Sincan / İstasyon Mah.
"1.849.000
TL",3 + 1,120 m²,5 Yaşında,Bahçe Katı,Ankara / Keçiören / Atapark Mah.
"1.849.000
TL",3 + 1,130 m²,14 Yaşında,Yüksek Giriş,Ankara / Mamak / Kutlu Mah.
"1.849.000
TL",2 + 1,110 m²,3 Yaşında,1. Kat,Ankara / Mamak / Misket Mah.
"1.849.000
TL",2 + 1,110 m²,11 Yaşında,Bahçe Katı,Ankara / Keçiören / Ufuktepe Mah.
"1.849.000
TL",3 + 3,100 m²,25 Yaşında,Yüksek Giriş,Ankara / Keçiören / İncirli Mah.
"1.849.000
TL",3 + 1,120 m²,23 Yaşında,1. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.849.000
TL",3 + 1,135 m²,11 Yaşında,2. Kat,Ankara / Keçiören / Kafkas Mah.
"1.849.000
TL",2 + 1,75 m²,26 Yaşında,3. Kat,Ankara / Çankaya / Arka Topraklık Mah.
"1.849.000
TL",2 + 1,95 m²,Sıfır Bina,Yüksek Giriş,Ankara / Sincan / Fevzi Çakmak Mah.
"1.849.000
TL",3 + 1,130 m²,18 Yaşında,Bahçe Katı,Ankara / Etimesgut / Piyade Mah.
"1.849.000
TL",3 + 1,120 m²,8 Yaşında,Yüksek Giriş,Ankara / Altındağ / Karapürçek Mah.
"1.849.000
TL",3 + 1,115 m²,23 Yaşında,1. Kat,Ankara / Sincan / İstasyon Mah.
"1.849.000
TL",3 + 1,125 m²,15 Yaşında,Kot 1,Ankara / Pursaklar / Merkez Mah.
"1.849.000
TL",3 + 1,120 m²,10 Yaşında,Kot 1,Ankara / Pursaklar / Merkez Mah.
"1.849.000
TL",3 + 1,120 m²,15 Yaşında,Kot 1,Ankara / Pursaklar / Merkez Mah.
"1.850.000
TL",3 + 1,110 m²,20 Yaşında,Yüksek Giriş,Ankara / Mamak / Mehtap Mah.
"1.850.000
TL",3 + 1,130 m²,15 Yaşında,Giriş Katı,Ankara / Pursaklar / Saray Cumhuriyet Mah.
"1.850.000
TL",2 + 1,90 m²,50 Yaşında,Kot 1,Ankara / Çankaya / Seyranbağları Mah.
"1.850.000
TL",3 + 1,115 m²,30 Yaşında,5. Kat,Ankara / Sincan / Ulubatlı Hasan Mah.
"1.850.000
TL",2 + 1,85 m²,35 Yaşında,En Üst Kat,Ankara / Çankaya / Arka Topraklık Mah.
"1.850.000
TL",1 + 1,60 m²,Sıfır Bina,2. Kat,Ankara / Çubuk / Esenboğa Merkez Mah.
"1.850.000
TL",2 + 1,120 m²,18 Yaşında,Kot 1,Ankara / Yenimahalle / Yeniçağ Mah.
"1.850.000
TL",3 + 1,138 m²,15 Yaşında,Giriş Katı,Ankara / Keçiören / Osmangazi Mah.
"1.850.000
TL",3 + 1,100 m²,30 Yaşında,Kot 2,Ankara / Keçiören / 19 Mayıs Mah.
"1.850.000
TL",3 + 0,110 m²,45 Yaşında,2. Kat,Ankara / Yenimahalle / Özevler Mah.
"1.850.000
TL",3 + 1,120 m²,30 Yaşında,3. Kat,Ankara / Keçiören / Adnan Menderes Mah.
"1.850.000
TL",3 + 1,100 m²,25 Yaşında,2. Kat,Ankara / Mamak / Peyami Safa Mah.
"1.850.000
TL",2 + 1,95 m²,22 Yaşında,Yüksek Giriş,Ankara / Mamak / Peyami Safa Mah.
"1.850.000
TL",2 + 1,85 m²,40 Yaşında,3. Kat,Ankara / Altındağ / Zübeyde Hanım Mah.
"1.850.000
TL",3 + 1,105 m²,7 Yaşında,Kot 1,Ankara / Altındağ / Battalgazi Mah.
"1.850.000
TL",3 + 1,115 m²,25 Yaşında,Yüksek Giriş,Ankara / Keçiören / Şefkat Mah.
"1.850.000
TL",4 + 1,140 m²,7 Yaşında,Kot 1,Ankara / Altındağ / Karapürçek Mah.
"1.850.000
TL",2 + 1,85 m²,40 Yaşında,Ara Kat,Ankara / Altındağ / Aydınlıkevler Mah.
"1.850.000
TL",3 + 1,120 m²,26 Yaşında,7. Kat,Ankara / Yenimahalle / Demetevler Mah.
"1.850.000
TL",3 + 1,110 m²,30 Yaşında,4. Kat,Ankara / Yenimahalle / Yeşilevler Mah.
"1.850.000
TL",3 + 0,130 m²,5 Yaşında,Kot 2,Ankara / Mamak / Cengizhan Mah.
"1.850.000
TL",3 + 1,120 m²,25 Yaşında,Kot 2,Ankara / Keçiören / İncirli Mah.
"1.850.000
TL",2 + 1,85 m²,39 Yaşında,3. Kat,Ankara / Altındağ / Aydınlıkevler Mah.
"1.850.000
TL",1 + 1,80 m²,3 Yaşında,Giriş Katı,Ankara / Pursaklar / Abadan Mah.
"1.850.000
TL",3 + 1,110 m²,28 Yaşında,2. Kat,Ankara / Sincan / Tandoğan Mah.
"1.850.000
TL",3 + 1,105 m²,45 Yaşında,Bahçe Katı,Ankara / Keçiören / Etlik Mah.
"1.850.000
TL",3 + 1,100 m²,30 Yaşında,Giriş Katı,Ankara / Keçiören / Ayvalı Mah.
"1.850.000
TL",3 + 1,105 m²,8 Yaşında,Kot 2,Ankara / Mamak / Altıağaç Mah.
"1.850.000
TL",2 + 1,75 m²,50 Yaşında,3. Kat,Ankara / Altındağ / Örnek Mah.
"1.850.000
TL",3 + 1,125 m²,21 Yaşında,Kot 1,Ankara / Keçiören / Etlik Mah.
"1.850.000
TL",3 + 1,110 m²,25 Yaşında,Yüksek Giriş,Ankara / Mamak / Mehtap Mah.
"1.850.000
TL",2 + 1,110 m²,6 Yaşında,Yüksek Giriş,Ankara / Mamak / Yeşilbayır Mah.
"1.850.000
TL",3 + 1,115 m²,25 Yaşında,Giriş Katı,Ankara / Keçiören / Bağlarbaşı Mah.
"1.850.000
TL",3 + 1,130 m²,25 Yaşında,Bahçe Katı,Ankara / Pursaklar / Merkez Mah.
"1.850.000
TL",3 + 1,130 m²,16 Yaşında,Ara Kat,Ankara / Polatlı / Şentepe Mah.
"1.850.000
TL",2 + 1,80 m²,25 Yaşında,Giriş Katı,Ankara / Altındağ / Aydınlıkevler Mah.
"1.850.000
TL",3 + 1,125 m²,31 Yaşında,4. Kat,Ankara / Yenimahalle / Özevler Mah.
"1.850.000
TL",3 + 1,110 m²,10 Yaşında,2. Kat,Ankara / Mamak / Misket Mah.
"1.850.000
TL",3 + 1,115 m²,26 Yaşında,3. Kat,Ankara / Pursaklar / Merkez Mah.
"1.850.000
TL",3 + 1,145 m²,30 Yaşında,Kot 1,Ankara / Keçiören / Tepebaşı Mah.
"1.850.000
TL",2 + 1,80 m²,31 Yaşında,2. Kat,Ankara / Yenimahalle / Karşıyaka Mah.
"1.850.000
TL",3 + 1,110 m²,35 Yaşında,2. Kat,Ankara / Mamak / Demirlibahçe Mah.
"1.850.000
TL",33 + 1,100 m²,22 Yaşında,2. Kat,Ankara / Sincan / Mareşal Çakmak Mah.
"1.850.000
TL",2 + 1,80 m²,30 Yaşında,Yüksek Giriş,Ankara / Altındağ / Aydınlıkevler Mah.
"1.850.000
TL",2 + 1,80 m²,Sıfır Bina,,Ankara / Gölbaşı / Günalan Mah.
"1.850.000
TL",5 + 2,220 m²,26 Yaşında,2. Kat,Ankara / Polatlı / Esentepe Mah.
"1.850.000
TL",2 + 1,95 m²,25 Yaşında,Giriş Katı,Ankara / Mamak / Mutlu Mah.
"1.850.000
TL",2 + 1,100 m²,15 Yaşında,4. Kat,Ankara / Mamak / Başak Mah.
"1.850.000
TL",3 + 1,115 m²,Sıfır Bina,Yüksek Giriş,Ankara / Akyurt / Yıldırım Mah.
"1.850.000
TL",2 + 1,100 m²,5 Yaşında,Kot 2,Ankara / Mamak / Küçük Kayaş Mah.
"1.850.000
TL",2 + 1,70 m²,Sıfır Bina,Yüksek Giriş,Ankara / Çubuk / Atatürk Mah.
"1.850.000
TL",3 + 1,140 m²,23 Yaşında,3. Kat,Ankara / Çubuk / Cumhuriyet Mah.
"1.850.000
TL",3 + 1,135 m²,15 Yaşında,Bahçe Katı,Ankara / Pursaklar / Merkez Mah.
"1.850.000
TL",3 + 1,130 m²,25 Yaşında,Giriş Katı,Ankara / Polatlı / Kurtuluş Mah.
"1.850.000
TL",3 + 1,150 m²,15 Yaşında,4. Kat,Ankara / Polatlı / İstiklal Mah.
"1.850.000
TL",2 + 1,65 m²,Sıfır Bina,1. Kat,Ankara / Çubuk / Yıldırım Beyazıt Mah.
"1.850.000
TL",3 + 1,120 m²,11 Yaşında,1. Kat,Ankara / Mamak / General Zeki Doğan Mah.
"1.850.000
TL",2 + 1,100 m²,Sıfır Bina,Giriş Katı,Ankara / Mamak / Yeşilbayır Mah.
